Name,Text,Summary
039.txt,"Aviator 'creator' in Oscars snub

The man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.

Charles Evans Jr battled over his role with the people who eventually made the film, and won a producer's credit. But he is not on the list of producers who can win a best film Oscar due to a limit on the number of nominees. The Oscars organisers have picked two of The Aviator's four producers to be nominated for best film.

Up to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits - so the Academy of Motion Pictures Arts and Sciences (Ampas) has done it for them. The Aviator's nominated producers are Michael Mann and Graham King - with Mr Evans and Sandy Climan, Mr Mann's former deputy, left off. Mr Evans sued Mr Mann in 2001, claiming he came up with the idea, spent years developing it and persuaded DiCaprio to play Hughes - but said he was later excluded from the project. The two sides settled out of court in a deal that has remained secret apart from the fact Mr Evans' name has appeared as a producer when the film's credits roll. At the Golden Globes, Mr Evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with DiCaprio, director Martin Scorsese, Mr Mann and Mr King.

Ampas decided to limit the number of producers who could be nominated after Shakespeare in Love's victory in 1999 saw five producers collect awards. The eligible names for The Aviator and Million Dollar Baby were decided by Ampas' producers branch executive committee on Wednesday. The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby. He is now named in the best film category as well as being nominated for best director and best lead actor. The Academy Awards ceremony will be held in Hollywood on 27 February. Chinese actress Ziyi Zhang, star of Crouching Tiger, Hidden Dragon, Hero and House of Flying Daggers, is the latest name to be added to the list of presenters on the night.
",the academy of motion pictures arts and sciences (ampas) has decided to limit the number of producers who could be nominated for best film. up to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits.
040.txt,"Wine comedy up for six film gongs

Sideways, a wine-tasting comedy starring Paul Giamatti, is up for six Independent Spirit Awards, the art-house version of the Oscars.

The awards are held on 26 February, the day before the Oscars. Spanish drama Maria Full of Grace, about a Colombian woman who becomes a drug courier, got five nominations. Controversial biopic Kinsey, starring Liam Neeson as sex researcher Alfred Kinsey, was one of four films to get four nominations. The awards, now in their 20th year, honour quirky low-budget films, all of which must have a degree of independent financing. Sideways is written and directed by Alexander Payne, who directed the 2002 hit About Schmidt, winning Jack Nicholson his 12th Academy Award nomination.

""These awards, for better or worse, mean everything,"" said Sideways producer Michael London, adding they were a ""huge first step"" toward getting recognition from other awards. Among the other films receiving four nominations apiece were Brother to Brother, a drama about a young gay black man forced to live on the streets, Robbing Peter and Primer. Primer, a $7,000 (£3,650) tale of discovery, won top prize at the Sundance film festival earlier this year. Walter Salles critically acclaimed The Motorcycle Diaries and the forthcoming thriller The Woodsman, starring Kevin Bacon, received three nominations each. Also in the running, with two nominations, are high school comedy Napoleon Dynamite, The Door in the Floor and Garden State - written, directed and starring Scrubs star Zach Braff alongside Natalie Portman. The awards were announced by actors Selma Blair and Dennis Quaid in Los Angeles on Tuesday.
","the independent Spirit awards are held on 26 February, the day before the Oscars. the awards honour quirky low-budget films, all of which must have a degree of independent financing. the awards, now in their 20th year, honour quirky low-budget films."
041.txt,"No ads for Passion Oscar campaign

Producer Mel Gibson will not be using paid advertisements to promote The Passion of the Christ to voters in next year's Academy Awards.

Gibson and his Icon Productions partner Bruce Davey said they would not be campaigning in print, radio or TV for success at the Oscars in February. ""This film should be judged on its artistic merit, not who spends more money on advertising,"" Davey said. But DVDs will be sent to Oscar voters, who will be invited to screenings. Icon spent very little on advertising the film, which deals with the last hours of Jesus Christ's life, when it was released earlier this year - instead, it made the film available for special screenings at churches. It went on to gross over $600m (£322m) in ticket sales worldwide. Over recent years, marketing films to the members of the Academy of Motion Picture Arts and Sciences has become a multi-million dollar industry. Last year, the academy formed a committee to tighten the rules after the campaigns spilled over into personal attacks between studios. Academy president Frank Pierson praised Gibson's move for working to restore the Oscars as a ""celebration and appreciation of excellence,"" and resisting the ""crass commercialisation that was threatening the integrity of the award"".
","producer Mel Gibson and his Icon Productions partner will not be campaigning in print, radio or television. ""this film should be judged on its artistic merit, not who spends more money on advertising,"" he says. ""this film should be judged on its artistic merit,"" he says."
042.txt,"Berlin honours S Korean director

South Korean film director Im Kwon-Taek has received an honorary Golden Bear at the Berlin Film Festival.

Im, who has made more than 100 films in a 40-year career, was hailed for his ""remarkable visual beauty, technical innovation, and intellectual depth"". Twenty of his films are screening in a special retrospective during the festival, which runs until 20 February. The veteran film-maker, 68, won the best director prize at the Cannes Film Festival in 2002 for Chihwaseon. ""Although his films vary in style, they all bear his unmistakable stamp: they are forceful and charged cinematographically, as well as reticent, stylised and musical,"" organisers said in a statement. Meanwhile, a film version of Bizet's opera Carmen - translated into the South African language Xhosa - has received a warm reception at the festival. U-Carmen eKhayelitsha (Carmen in Khayelitsha), which is one of 21 films up for Berlin's top prize, the Golden Bear, is British director Mark Dornford-May's first feature film. ""It's the first time any opera has been translated into a black South African language. Xhosa works brilliantly, it's such a musical language,"" said music director Charles Hazlewood.
",im Kwon-Taek won the best director prize at the Cannes Film Festival in 2002. twenty of his films are screening in a special retrospective during the festival. a film version of Bizet's opera Carmen has received a warm reception at the festival.
043.txt,"Stars pay tribute to actor Davis

Hollywood stars including Spike Lee, Burt Reynolds and Oscar nominee Alan Alda have paid tribute to actor Ossie Davis at a funeral in New York.

Veteran star Ossie Davis, a well-known civil rights activist, died in Miami at the age of 87 on 4 February 2005. Friends and family, including actress Ruby Dee his wife of 56 years, gathered at the Riverside Church on Saturday. Also present at the service was former US president Bill Clinton and singer Harry Belafonte, who gave the eulogy. ""He would have been a very good president of the United States,"" said Mr Clinton. ""Like most of you here, he gave more to me than I gave to him.""

The 87-year-old was found dead last weekend in his hotel room in Florida, where he was making a film. Police said that he appeared to have died of natural causes. Davis made his acting debut in 1950 in No Way Out starring Sidney Poiter. He frequently collaborated with director Spike Lee, starring in seven Lee films including Jungle Fever, Do The Right Thing and Malcolm X. Attallah Shabazz, the daughter of activist Malcolm X, recalled the famous eulogy delivered by Davis at her father's funeral. ""Harlem has come to bid farewell to one of its finest hopes,"" she said, quoting the man she knew as Uncle Ossie. ""Ditto."" ""Ossie was my hero, and he still is,"" said Aviator star Alan Alda, a family friend for over forty years. ""Ossie was a thing of beauty.""

""I want so badly someday to have his dignity - a little of it anyway,"" added Burt Reynolds, Davis's co-star in the 90s TV comedy Evening Shade. Before the midday funeral, scores of Harlem residents formed a queue outside the church to pay their respects to Davis. ""It is hard to fathom that we will no longer be able to call on his wisdom, his humour, his loyalty and his moral strength to guide us in the choices that are yet to be made and the battles that are yet to be fought,"" said Belafonte, himself an ardent civil rights activist who had been friends with Davis for over 60 years. ""But how fortunate we were to have him as long as we did.""
","actor was found dead last weekend in his hotel room in a florida hotel room. he made his acting debut in 1950 in No Way Out starring Sidney Poiter. he often collaborated with director Spike Lee, starring in seven Lee films."
044.txt,"US actor Ossie Davis found dead

US actor Ossie Davis has been found dead at the age of 87.

Davis, who was married to actress Ruby Dee, was found dead on Friday in his hotel room in Miami Beach, Florida, where he was making a film. Davis, whose 65-year career included credits as a producer, director, actor and writer for stage and screen, was also a civil rights activist. Miami Beach police spokesman Bobby Hernandez said the cause of death appeared to be natural.

Davis's body was discovered by his grandson and paramedics at the Shore Club hotel in Miami Beach, where the actor had been shooting the film Retirement. Mr Hernandez said: ""After gaining entry, they found Mr Davis had passed away. ""The cause of death appears to be natural. According to his grandson he was suffering from heart disease."" Some of Davis's best known roles included The Joe Louis Story and Gone Are the Days - a film he adapted from his own play, Purlie Victorious. He also appeared in 7 Spike Lee movies, including School Daze, Do the Right Thing and Jungle Fever.

His film debut, in 1950, was in the film No Way Out, starring Sydney Poitier and Ruby Dee. Davis and Dee were married for more than 56 years and together received Kennedy Center honours in 2004 for their body of work. The Actors' Equity Association issued a statement calling Davis ""an icon in the American theatre"" and he and Dee ""American treasures"". Davis was also a prominent figure in the civil rights movement and was a voice for racial equality. He was a featured speaker at the funerals of both Martin Luther King Jnr and Malcolm X. Besides Dee, Davis is survived by three children Nora, Hasna and Guy, a blues artist, and seven grandchildren.
","the cause of death appears to be natural, according to his grandson. some of Davis' best known roles included The Joe Louis Story and Gone Are the Days. he was married to actress Ruby Dee."
045.txt,"Jugnot 'tops French actor league'

Actor Gerard Jugnot - star of the Oscar-nominated film The Chorus - has beaten Gerard Depardieu to become France's best-paid actor of 2004.

Jugnot made 5.45m Euros (£3.77m) last year, according to a table drawn up by France's Le Figaro newspaper. In The Chorus (Les Choristes), Jugnot plays an inspiring music teacher at a school for troubled boys in 1949. Despite starring in five films in 2004, Depardieu made 3.35m Euros (£2.31m) putting him third place in the chart. ""His name [Depardieu] is no longer sufficient to guarantee the success of a film,"" said Le Figaro newspaper. The Chorus, which Jugnot also co-produced, has drawn an audience of nearly nine million people since its release last year.

Godzilla star Jean Reno was France's second best-paid actor in 2004, earning 3.55m Euros (£2.45m) . His roles include a recent uncredited cameo in the Oscar-nominated Hotel Rwanda. The highest-ranking woman on Le Figaro's list was Audrey Tautou in 10th place, earning 885,000 Euros (£611,000). She starred in Jean-Pierre Jeunet's A Very Long Engagement (Un Long Dimanche de Fiancailles) and is also lined up to co-star with Tom Hanks in Ron Howard's The Da Vinci Code. The Chorus is nominated for best foreign film at Sunday's Oscar ceremony. On Saturday, it will compete for the title of best film against fellow nominee A Very Long Engagement in France's Cesar film awards.
","despite starring in five films in 2004, Jugnot made 3.35m Euros (£2.31m) despite starring in five films in 2004, Depardieu made 3.35m Euros (£2.31m) despite starring in five films in 2004."
046.txt,"Howl helps boost Japan's cinemas

Japan's box office received a 3.8% boost last year, with ticket sales worth 211bn yen (£1.08bn).

The surge was led by animated movie Howl's Moving Castle, which took 20bn yen (£102m) to become the biggest film in Japan in 2004. It is expected to match the 30.7bn yen (£157m) record of Hayao Miyazaki's previous film Spirited Away. Japan Motion Picture Producers figures showed that 170 million cinema admissions were made in Japan in 2004. The Last Samurai, starring Tom Cruise, was the biggest foreign movie hit in Japan last year, taking 13.8bn yen (£70.7m).

It was followed by Harry Potter and the Prisoner of Azkaban, Finding Nemo and The Lord of the Rings: The Return of the King. The second highest-grossing Japanese film was romantic drama Crying Out Love in the Centre of the World, followed by Be With You and Pocket Monsters Advanced Generation. Japanese films accounted for 37.5% of Japan's box office total last year, with foreign films taking the remaining 62.5%. This represented a 4.5% gain for the proportion of Japanese films in 2004 compared to 2003. The number of Japanese films released rose to 310 in 2004 from 287 the previous year. Sales of movies on DVD and video amounted to 497bn yen (£2.54bn) for the year.
",howl's Moving Castle took 20bn yen (£102m) to become the biggest film in Japan in 2004. it is expected to match the 30.7bn yen (£157m) record of Hayao Miyazaki's previous film Spirited Away.
047.txt,"Berlin applauds Hotel Rwanda

Political thriller Hotel Rwanda was given a rousing reception by spectators at the Berlin Film Festival on Saturday.

The movie's star Don Cheadle also received a standing ovation when he stepped onto the stage after the show. The film is the true story of the hotel manager who saved 1,200 Tutsis from death during the Rwandan genocide. The film, showing out of competition in Berlin, is nominated for three Oscars, including best actor for Cheadle. Sophie Okonedo, who plays Cheadle's wife Tatiana, is nominated for best supporting actress. The film is also in the running for best original screenplay. Cheadle, was joined on stage at Berlin by Paul Rusesabagina, the hotel manager he plays in the film, Mr Rusesabagina's wife and his extended family, who fled Rwanda and now live in Belgium. Mr Rusesabagina used his influence as a prominent Hutu businessman to shelter potential victims of the Rwandan genocide, contacting dignitaries including Bill Clinton, the King of Belgium as well as the French foreign ministry. Hotel Rwanda is one of two films addressing the genocide at the 55th Berlin Film Festival, which runs until 20 February. Sometimes in April is a feature by Raoul Peck competing for the festival's coveted Golden and Silver Bear awards. The film was made exclusively in Rwanda whereas Hotel Rwanda was shot mostly in South Africa, with some scenes made in Kigali.
","hotel Rwanda is the true story of the hotel manager who saved 1,200 Tutsis from death during the Rwandan genocide. the film, showing out of competition in Berlin, is nominated for three Oscars, including best actor for Cheadle."
048.txt,"'Landmark movies' of 2004 hailed

US film professionals have declared Fahrenheit 9/11 and The Passion of the Christ as two of the most significant cultural milestones of 2004.

The American Film Institute (AFI) hailed Mel Gibson's biblical epic and Michael Moore's political documentary as inspiring national debate. It claimed both film-makers ""tossed Hollywood convention out the window"". The Institute also cited the death of actor Marlon Brando and the changing landscape of TV news in the US. In referring to Marlon Brando's death on 1 July at the age of 80, the 13-strong AFI jury concluded ""the art of screen acting has two chapters - 'Before Brando' and 'After Brando'.

It credited the screen legend's ""raw hypnotic energy"" and his ability to create characters like Stanley Kowalski and Terry Malloy ""that will live forever in the annals of film history"". The list also acknowledges key influences and trends in the world of film and broadcasting. Among current trends, it highlighted the final broadcasts of veteran newscasters Tom Brokaw, Barbara Walters and the impending retirement of CBS news anchor Dan Rather. It its place, the AFI fears, is a news landscape where ""newscasters are more personalities than journalists"" and balance and integrity are increasingly ignored.

The AFI also questioned ""the long-term viability of evening news broadcasts"", in the light of 24-hour news channels and the internet. The list also draws attention to the growing influence of US broadcasting regulator, the Federal Communications Commission (FCC)

The institute concluded the threat of regulation, which went into freefall following Janet Jackson's 'wardrobe malfunction' during a live Super Bowl performance in February, ""had a profound effect on television"". ""Unsure of how the FCC will rule on an issue, the creative community has begun to self-censor their shows, a disturbing trend in a country founded on free expression,"" the AFI jury declared. To illustrate their point, the AFI cited ABC affiliates refusal to air Steven Spielberg's film Saving Private Ryan in an unedited form over fears of possible fines.
","the 'Landmark movies' of 2004 hailed american film professionals. it cited the death of actor marlon Brando and the changing landscape of television news. the 'art of screen acting has two chapters - 'Before Brando' and ""After Brando"""
049.txt,"De Niro film leads US box office

Film star Robert De Niro has returned to the top of the North American box office with his film Hide and Seek.

The thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office. De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week. Oscar hopefuls The Aviator, Million Dollar Baby and Sideways all cashed in on their multiple nominations with stronger ticket sales.

In Hide and Seek, De Niro plays a widower whose daughter has a creepy imaginary friend. Despite lukewarm reviews from critics, the film took more than the expected $18m (£9.5m). ""The element of a real actor in a psychological thriller certainly elevated it,"" said Bruce Snyder, president of domestic distribution at 20th Century Fox. Clint Eastwood's Million Dollar Baby led the Oscar hopefuls with $11.8m (£6.3m), coming in at number three during its first weekend of wide release. The Aviator, a film biography of Howard Hughes that leads the Oscar field with 11 nominations, was at number six for the weekend with $7.5m (£4m). Oscar best-picture nominee Sideways entered the top ten for the first time in its 15th week of release. It came in seventh $6.3 (£3.35m). Last week's top film, Ice Cube's road-trip comedy Are We There Yet?, slipped to second place with $17m (£9m), while Coach Carter fell two places to number four, taking $8m (£4.25m) in its third week. Rounding out the top ten were In Good Company - starring Dennis Quaid and Scarlett Johansson - Racing Stripes and Assault on Precinct 13.
",de Niro film leads the box office with his film Hide and Seek. the thriller shot straight to the number one spot after taking $22m (£11.7m) the film was at number five this week.
050.txt,"Willis sues over movie 'injury'

Actor Bruce Willis is suing Revolution Studios over an injury he said he suffered while making Tears of the Sun.

Willis is seeking medical expenses after he said he was hit in the head by a firework during the filming of the 2002 movie, produced by the firm. The lawsuit said the star has endured mental and physical injuries as a result of the alleged incident. ""We are not able to comment on pending litigation,"" Revolution Studios spokesman Sean Dudas said.

In Tears of the Sun Willis plays a US military commander who disobeys orders to try and help save a doctor and patients trapped in the Nigerian jungle. Directed by Antoine Fuqua, the film was poorly received by critics and did not perform strongly at the box office. According to the lawsuit, the injury was suffered during the firing of explosions as part of a special effect. The explosions, known as squibs, were intended to ""simulate the appearance of bullets striking the ground"". The lawsuit said Willis has endured ""extreme mental, physical and emotional pain and suffering."" There were no specific details on the injuries. While Willis does not seek specific monetary damages, the lawsuit noted that the star ""was required to and did employ physicians and other medical personnel"". It stated he will incur additional future medical expenses. The lawsuit said Revolution Studios and special effects foreman Joe Pancake ""had a duty to Willis to ensure that the squibs were inspected, set up, placed and detonated in a safe manner, and to employ technicians who were trained and competent in their use"".
",willis is seeking medical expenses after he said he was hit in the head by a firework during tears of the sun filming. the movie was poorly received by critics and did not perform strongly at the box office. the movie was directed by Antoine Fuqua.
